"Restaurant.Name","BBL","Building.Number","Street","Borough","Postcode","Latitude","Longitude","Business.Address","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol","Time.of.Submission","GRADE","GRADE.DATE","CUISINE.DESCRIPTION","Time"
"Spy C Cuisine Inc",4032550044,"72-06","Austin Street","Queens",11357,40.719198,-73.842306,"72-06 Austin Street, Queens, NY","yes","yes","yes","07/06/2020 06:28:00 PM","A",2019-09-04,"Chinese","07/06/2020"
"The Hop Shoppe",5005150043,"372","Van Duzer St","Staten Island",10304,40.629143,-74.079557,"372  Van Duzer St , Staten Island, NY","yes","yes","yes","07/08/2020 01:59:00 PM","A",2018-12-03,"American","07/08/2020"
"Girello",1001890034,"16","N Moore Street","Manhattan",10013,40.719797,-74.007074,"16  N Moore Street, Manhattan, NY","yes","yes","yes","07/29/2020 01:34:00 PM","Z",2019-10-25,"American","07/29/2020"
"Le Marais",1009980055,"150","West 46 Street","Manhattan",10036,40.757984,-73.983677,"150 West 46 Street, Manhattan, NY","no","no","yes","08/06/2020 03:04:00 PM","A",2020-02-26,"Jewish/Kosher","08/06/2020"
"Overlook",1013180014,"225","east 44th street","Manhattan",10017,40.751768,-73.972779,"225  east 44th street, Manhattan, NY","yes","no","yes","07/23/2020 04:41:00 PM","A",2019-05-30,"American","07/23/2020"
"OHanlons",4008330013,"22-55","31st Street","Queens",11105,40.774988,-73.912077,"22-55 31st Street, Queens, NY","yes","yes","yes","06/30/2020 02:22:00 PM","A",2020-03-03,"Delicatessen","06/30/2020"
"Babbo Ristorante and Enoteca",1005520053,"110","Waverly Place","Manhattan",10010,40.73247,-73.999152,"110  Waverly Place, Manhattan, NY","no","yes","yes","07/20/2020 01:54:00 PM","A",2019-04-23,"Italian","07/20/2020"
"BarKogi",1013240028,"957","2nd Avenue","Manhattan",10022,40.755316,-73.968215,"957 2nd Avenue, Manhattan, NY","yes","no","yes","08/01/2020 04:01:00 PM","A",2019-05-15,"Asian","08/01/2020"
"MeMe's Diner",3011470002,"657","Washington Ave","Brooklyn",11238,40.677734,-73.963738,"657  Washington Ave, Brooklyn, NY","yes","yes","yes","07/04/2020 04:10:00 PM","C",2020-02-15,"American","07/04/2020"
"Maiden Lane",1004040033,"162","Avenue B","Manhattan",10009,40.727066,-73.979774,"162  Avenue B, Manhattan, NY","yes","yes","yes","06/29/2020 02:08:00 PM","A",2019-04-25,"American","06/29/2020"
"TACOS MEXICO MEXICAN CUISINE",4006550041,"3208","38TH STREET","Queens",11103,40.758998,-73.920097,"3208 38TH STREET, Queens, NY","yes","yes","yes","07/01/2020 08:08:00 PM","A",2019-04-04,"Mexican","07/01/2020"
"La Contenta Oeste",1005740007,"78","West 11Street","Manhattan",10011,40.734981,-73.997326,"78 West 11Street, Manhattan, NY","no","yes","yes","07/28/2020 05:10:00 PM","A",2019-12-23,"Mexican","07/28/2020"
"Meme Mediterranean",1006340060,"581","Hudson Street","Manhattan",10014,40.736365,-74.005871,"581 Hudson Street, Manhattan, NY","yes","yes","yes","08/20/2020 11:30:00 AM","A",2020-01-15,"Vegetarian","08/20/2020"
"Takeshi Sushi",1004760045,"28","Grand Street","Manhattan",10013,40.722841,-74.004719,"28  Grand Street, Manhattan, NY","no","yes","yes","07/08/2020 02:29:00 PM","Z",2020-01-15,"Japanese","07/08/2020"
"MK KARAOKE",1008340033,"11","W 32ND ST","Manhattan",10001,40.747414,-73.986091,"11  W 32ND ST, Manhattan, NY","yes","yes","yes","07/13/2020 05:43:00 PM","A",2020-03-03,"Chinese/Cuban","07/13/2020"
"MK KARAOKE",1008340033,"11","W 32ND ST","Manhattan",10001,40.747414,-73.986091,"11  W 32ND ST, Manhattan, NY","yes","yes","yes","07/13/2020 05:43:00 PM","A",2020-03-03,"Chicken","07/13/2020"
"Aug-00",3019240036,"232","Taaffe Pl","Brooklyn",11205,40.691684,-73.959685,"232 Taaffe Pl, Brooklyn, NY","yes","yes","yes","08/06/2020 11:05:00 AM","A",2019-12-23,"Korean","08/06/2020"
"HABANERO",3034130080,"1332","HALSEY STREET","Brooklyn",11237,40.694705,-73.906391,"1332 HALSEY STREET, Brooklyn, NY","yes","yes","yes","06/29/2020 02:29:00 PM","A",2019-10-31,"Mexican","06/29/2020"
"Love and Dough",3000400001,"57","Pearl Street","Brooklyn",11201,40.703056,-73.987582,"57  Pearl Street, Brooklyn, NY","no","yes","no","08/17/2020 04:06:00 PM","A",2020-01-13,"Pizza","08/17/2020"
"Estelle Lounge",3073510010,"1824","Avenue U","Brooklyn",11229,40.599171,-73.953245,"1824 Avenue U, Brooklyn, NY","yes","yes","yes","07/01/2020 10:40:00 PM","A",2020-02-13,"Japanese","07/01/2020"
"La Coneja Juice Bar",2027940049,"176","E 174 st","Bronx",10457,40.844803,-73.90897,"176 E 174 st, Bronx, NY","yes","yes","yes","07/14/2020 06:38:00 PM","A",2019-09-23,"Bottled beverages, including water, sodas, juices, etc.","07/14/2020"
"AGAVE",1006110014,"140","7 AVENUE SOUTH","Manhattan",10014,40.734734,-74.002176,"140 7 AVENUE SOUTH , Manhattan, NY","yes","yes","yes","06/30/2020 09:33:00 AM","A",2019-02-07,"Mexican","06/30/2020"
"Sonamu House",4052740005,"158-15","Northern Blvd","Queens",11358,40.763428,-73.807106,"158-15 Northern Blvd, Queens, NY","no","yes","yes","07/21/2020 02:25:00 PM","A",2019-11-09,"Korean","07/21/2020"
"Scalinatella",1014160001,"201","East 61 Street","Manhattan",10065,40.762671,-73.965327,"201 East 61 Street, Manhattan, NY","yes","yes","yes","07/01/2020 11:39:00 AM","A",2019-05-09,"Italian","07/01/2020"
"The Clam",1005830001,"420","Hudson Street","Manhattan",10014,40.730436,-74.006808,"420 Hudson Street, Manhattan, NY","yes","no","yes","08/15/2020 10:08:00 AM","A",2020-01-08,"American","08/15/2020"
"Yuba Restaurant",1005550048,"105","E 9th street","Manhattan",10003,40.730463,-73.990244,"105 E 9th street, Manhattan, NY","yes","no","yes","07/03/2020 04:55:00 PM","A",2020-03-10,"Japanese","07/03/2020"
"Blanches Tavern",1004360030,"135","Avenue A","Manhattan",10009,40.726938,-73.982906,"135 Avenue A, Manhattan, NY","yes","yes","yes","07/16/2020 10:46:00 AM","A",2019-03-20,"American","07/16/2020"
"Keybar",1004400024,"432","East 13th Street","Manhattan",10009,40.730295,-73.982237,"432 East 13th Street, Manhattan, NY","yes","no","yes","06/29/2020 11:07:00 AM","A",2020-03-03,"American","06/29/2020"
"Koto Sushi",3011430003,"263","Flatbush Avenue","Brooklyn",11217,40.679943,-73.974445,"263 Flatbush Avenue, Brooklyn, NY","yes","no","yes","06/29/2020 10:29:00 PM","A",2020-03-09,"Japanese","06/29/2020"
"Quality Eats",1014520049,"1496","Second Avenue","Manhattan",10075,40.772557,-73.955614,"1496  Second Avenue, Manhattan, NY","yes","no","yes","07/09/2020 04:40:00 PM","A",2019-08-19,"American","07/09/2020"
"MOMOYA",1012110004,"427","AMSTERDAM AVE","Manhattan",10024,40.784099,-73.977619,"427 AMSTERDAM AVE, Manhattan, NY","yes","yes","yes","07/06/2020 08:47:00 AM","A",2019-04-18,"Japanese","07/06/2020"
"Lynx II Lounge",4095080047,"104-07","Liberty Ave","Queens",11417,40.682078,-73.836823,"104-07 Liberty Ave, Queens, NY","yes","no","yes","07/02/2020 03:56:00 PM","A",2019-07-19,"Caribbean","07/02/2020"
"Chibaola Inc.",1004510004,"152","2nd Ave.","Manhattan",10003,40.729477,-73.987018,"152 2nd Ave., Manhattan, NY","yes","yes","yes","07/20/2020 10:16:00 PM","A",2020-03-05,"Chinese","07/20/2020"
"1 quetzal corp",3061910039,"7210","new utrecht ave","Brooklyn",11228,40.618057,-73.999316,"7210 new utrecht ave, Brooklyn, NY","yes","yes","yes","07/26/2020 01:59:00 PM","A",2018-09-28,"Mexican","07/26/2020"
"Tï¿½pico Dominicano Restaurant",4017700113,"10310","39th ave","Queens",11368,40.750718,-73.862901,"10310 39th ave, Queens, NY","no","yes","yes","07/13/2020 07:36:00 PM","A",2020-01-30,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/13/2020"
"The Straliner",3033080018,"1446","myrtle ave","Brooklyn",11237,40.698954,-73.916873,"1446 myrtle ave, Brooklyn, NY","no","yes","yes","07/07/2020 11:30:00 AM","A",2020-02-05,"American","07/07/2020"
"Ootoya Chelsea",1008190050,"8","West 18th Street","Manhattan",10011,40.738761,-73.992426,"8 West 18th Street, Manhattan, NY","yes","yes","yes","07/28/2020 10:45:00 AM","A",2019-10-15,"Japanese","07/28/2020"
"MITOUSHI",3067750039,"1221","QUENTIN RD","Brooklyn",11229,40.607985,-73.96069,"1221 QUENTIN RD, Brooklyn, NY","yes","yes","yes","07/31/2020 04:59:00 PM","Z",2020-02-18,"Japanese","07/31/2020"
"matsu sushi",1011970002,"483","columbus ave","Manhattan",10024,40.784727,-73.973444,"483 columbus ave, Manhattan, NY","no","yes","yes","07/24/2020 05:35:00 PM","A",2019-12-23,"Japanese","07/24/2020"
"Congee Village Restaurant & Bar of Flushing Inc.",4049707501,"133-53","37th Ave","Queens",11354,40.760911,-73.832872,"133-53 37th Ave, Queens, NY","yes","yes","yes","08/14/2020 05:09:00 PM","A",2020-01-22,"Chinese","08/14/2020"
"Nice Matin",1012270029,"201","West 79th Street","Manhattan",10024,40.783251,-73.978555,"201 West 79th Street, Manhattan, NY","yes","no","yes","07/02/2020 09:09:00 AM","A",2019-04-18,"American","07/02/2020"
"Grandstand Bar & Restaurant",4024740072,"85-35","Grand Avenue","Queens",11373,40.735655,-73.880996,"85-35 Grand Avenue, Queens, NY","no","yes","yes","07/19/2020 04:12:00 PM","A",2019-05-06,"Irish","07/19/2020"
"JIA XIANG KITCHEN INC",3056860010,"802","56TH ST","Brooklyn",11220,40.637531,-74.006849,"802 56TH ST, Brooklyn, NY","yes","yes","yes","07/04/2020 08:51:00 PM","A",2019-02-11,"Chinese","07/04/2020"
"Perfecto Ristorante",1012390044,"2470","Broadway","Manhattan",10025,40.79183,-73.973828,"2470  Broadway , Manhattan, NY","yes","yes","yes","07/01/2020 09:23:00 PM","A",2019-12-17,"Pizza/Italian","07/01/2020"
"BONDST",1005300065,"6","Bond street","Manhattan",10012,40.72684,-73.994512,"6 Bond street, Manhattan, NY","yes","no","yes","08/19/2020 04:54:00 PM","A",2020-01-30,"Japanese","08/19/2020"
"Brooklyn Crab",3006100014,"24","Reed Street","Brooklyn",11231,40.675183,-74.016767,"24 Reed Street, Brooklyn, NY","no","no","yes","07/08/2020 05:05:00 PM","C",2019-08-08,"Seafood","07/08/2020"
"Thai Market Inc.",1018790029,"960","Amsterdam Avenue","Manhattan",10025,40.801209,-73.965156,"960 Amsterdam Avenue, Manhattan, NY","no","no","yes","08/06/2020 04:17:00 PM","A",2020-01-23,"Thai","08/06/2020"
"MAMA G AFRICAN KITCHEN II",2045900040,"1322A","EAST GUN HILL RD","Bronx",10469,40.871283,-73.847831,"1322A EAST GUN HILL RD , Bronx, NY","yes","no","yes","07/28/2020 07:32:00 PM","A",2019-12-24,"Bakery","07/28/2020"
"MOLE",3023407502,"178","KENT AVENUE","Brooklyn",11211,40.71876,-73.963409,"178  KENT AVENUE, Brooklyn, NY","yes","yes","yes","07/02/2020 08:35:00 PM","A",2019-09-04,"Mexican","07/02/2020"
"Sophie's Bistro and Lounge",3066170033,"1904","Coney Island Ave","Brooklyn",11230,40.611016,-73.962583,"1904 Coney Island Ave, Brooklyn, NY","yes","yes","yes","07/05/2020 11:47:00 PM","A",2020-02-12,"Jewish/Kosher","07/05/2020"
"Mcdonalds",3075570128,"2154","Nostrand ave","Brooklyn",11210,40.632428,-73.947655,"2154 Nostrand ave , Brooklyn, NY","yes","yes","no","08/19/2020 01:41:00 PM","A",2019-04-01,"Hamburgers","08/19/2020"
"CAVALI",4006660001,"36-21","STEINWAY ST.","Queens",11101,40.753242,-73.92367,"36-21  STEINWAY ST., Queens, NY","yes","no","yes","06/29/2020 12:17:00 PM","A",2019-08-27,"Mexican","06/29/2020"
"Banter Bar",3024087504,"132","Havemeyer Street","Brooklyn",11211,40.712148,-73.957205,"132  Havemeyer Street, Brooklyn, NY","yes","yes","yes","07/16/2020 02:43:00 PM","A",2020-02-18,"American","07/16/2020"
"Dinosaur BBQ",3004410021,"604","Union St","Brooklyn",11215,40.677774,-73.984,"604 Union St, Brooklyn, NY","yes","no","yes","08/14/2020 11:16:00 AM","A",2019-09-16,"Barbecue","08/14/2020"
"ICON",4006140076,"3184","33RD ST","Queens",11106,40.761816,-73.923321,"3184 33RD ST, Queens, NY","yes","yes","yes","07/14/2020 06:29:00 PM","A",2020-03-12,"American","07/14/2020"
"Cafe Cello",1012610061,"48","west 46th Street","Manhattan",10036,40.756682,-73.980599,"48 west 46th Street, Manhattan, NY","yes","yes","yes","07/04/2020 01:46:00 PM","A",2019-04-05,"American","07/04/2020"
"Evergreen On 38",1008670064,"10","E 38th Street","Manhattan",10016,40.750642,-73.98199,"10 E 38th Street, Manhattan, NY","no","yes","yes","07/21/2020 11:53:00 AM","A",2019-07-09,"Chinese","07/21/2020"
"Bozu",3023950011,"296","Grand Street","Brooklyn",11211,40.712985,-73.957472,"296 Grand Street, Brooklyn, NY","yes","yes","yes","07/02/2020 06:24:00 PM","Z",2019-08-05,"Japanese","07/02/2020"
"Margot Patisserie",1011657503,"2109","Broadway","Manhattan",10023,40.780408,-73.982076,"2109 Broadway, Manhattan, NY","no","yes","yes","06/30/2020 03:59:00 PM","A",2019-11-01,"Bakery","06/30/2020"
"Solo pizza inc.",1003850005,"27","Avenue B","Manhattan",10009,40.722365,-73.983177,"27 Avenue B, Manhattan, NY","yes","yes","yes","07/15/2020 09:25:00 PM","A",2020-03-05,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/15/2020"
"Taqueria Chila Corp",4015010054,"86-28","Roosevelt Av","Queens",11372,40.748128,-73.879151,"86-28 Roosevelt Av, Queens, NY","yes","yes","yes","07/02/2020 04:40:00 PM","A",2020-01-09,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/02/2020"
"SingleCut Beersmiths",4008120031,"19-33","37th St","Queens",11105,40.778586,-73.901706,"19-33 37th St, Queens, NY","no","yes","yes","07/15/2020 04:25:00 PM","A",2019-01-12,"American","07/15/2020"
"Grain House",1018600064,"929","Amsterdam ave","Manhattan",10025,40.80012,-73.965933,"929  Amsterdam ave, Manhattan, NY","no","yes","no","08/19/2020 04:32:00 PM","A",2020-02-27,"Chinese","08/19/2020"
"Albatross",4008190075,"3619","24TH AVENUE","Queens",11103,40.770391,-73.912682,"3619 24TH AVENUE, Queens, NY","yes","no","yes","07/09/2020 12:37:00 AM","A",2019-11-13,"American","07/09/2020"
"Crown Shy",1000417504,"70","Pine St","Manhattan",10005,40.706315,-74.007895,"70 Pine St, Manhattan, NY","no","no","yes","07/16/2020 09:25:00 AM","A",2019-11-13,"American","07/16/2020"
"DTUT CAFE",1015530050,"1744","2ND AVE","Manhattan",10128,40.780926,-73.94951,"1744  2ND AVE, Manhattan, NY","yes","yes","yes","07/19/2020 08:21:00 PM","A",2019-03-26,"American","07/19/2020"
"Amura Japanese restaurant",1015270123,"1567","Second Avenue","Manhattan",10028,40.774903,-73.953923,"1567  Second Avenue, Manhattan, NY","yes","yes","yes","07/09/2020 01:41:00 PM","A",2019-09-09,"Japanese","07/09/2020"
"Copinette",1013430024,"891","1st Ave","Manhattan",10022,40.753978,-73.966097,"891 1st Ave, Manhattan, NY","no","yes","yes","07/02/2020 04:45:00 PM","A",2019-03-06,"Continental","07/02/2020"
"two8two Bar & Burger",3001810021,"282","Atlantic Avenue","Brooklyn",11201,40.688765,-73.98963,"282 Atlantic Avenue, Brooklyn, NY","yes","yes","yes","07/10/2020 12:44:00 PM","A",2019-11-18,"American","07/10/2020"
"LA PARRANDA",2045090005,"2712","WHITE PLAINS RD","Bronx",10467,40.8657,-73.867339,"2712 WHITE PLAINS RD, Bronx, NY","yes","yes","yes","07/15/2020 02:15:00 PM","A",2019-12-11,"Caribbean","07/15/2020"
"Ajihei",3031580032,"156","Knickerbocker Avenue","Brooklyn",11237,40.704289,-73.928003,"156 Knickerbocker Avenue, Brooklyn, NY","yes","yes","yes","07/18/2020 04:12:00 PM","B",2020-02-07,"Japanese","07/18/2020"
"Good Judy",3010480007,"563","5th Avenue","Brooklyn",11215,40.66533,-73.989496,"563 5th Avenue, Brooklyn, NY","yes","yes","yes","07/02/2020 10:53:00 AM","A",2019-05-23,"American","07/02/2020"
"Claudette",1005730043,"24","Fifth Avenue","Manhattan",10011,40.733011,-73.995811,"24 Fifth Avenue, Manhattan, NY","yes","yes","yes","07/27/2020 02:53:00 PM","A",2019-06-10,"French","07/27/2020"
"Sharlene's",3011640011,"353","Flatbush Avenue","Brooklyn",11238,40.676924,-73.972262,"353 Flatbush Avenue, Brooklyn, NY","yes","yes","yes","07/15/2020 01:09:00 PM","A",2019-07-01,"American","07/15/2020"
"Concrete",3015820023,"906","Broadway","Brooklyn",11206,40.697794,-73.936709,"906 Broadway, Brooklyn, NY","yes","no","yes","07/16/2020 08:07:00 PM","A",2019-11-07,"American","07/16/2020"
"The Gaf West",1010580029,"401","W 48th street","Manhattan",10036,40.762423,-73.990286,"401  W 48th street, Manhattan, NY","yes","yes","yes","07/22/2020 01:43:00 PM","A",2020-01-29,"American","07/22/2020"
"Sodam",4052750031,"156-50","Northern Blvd","Queens",11354,40.763925,-73.808682,"156-50 Northern Blvd, Queens, NY","yes","no","yes","07/25/2020 10:01:00 PM","A",2019-12-17,"Korean","07/25/2020"
"Seaflower Fish Market",1021420244,"4127","Broadway","Manhattan",10032,40.845767,-73.938592,"4127  Broadway, Manhattan, NY","yes","yes","yes","07/16/2020 03:09:00 PM","B",2019-11-18,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/16/2020"
"TOURNESOL RESTAURANT",4000330004,"5012","VERNON BLVD","Queens",11101,40.74257,-73.954176,"5012 VERNON BLVD, Queens, NY","yes","yes","yes","07/06/2020 11:43:00 AM","A",2019-03-13,"French","07/06/2020"
"Cream Ridgewood",4035080045,"59-09","71st ave","Queens",11385,40.700606,-73.89944,"59-09 71st ave, Queens, NY","no","no","yes","08/01/2020 06:04:00 PM","Z",2020-02-19,"American","08/01/2020"
"Board and brush staten island",5075110075,"2965","veterans road west","Staten Island",10309,40.52785,-74.233373,"2965  veterans road west , Staten Island, NY","yes","no","yes","07/16/2020 04:38:00 PM","B",2019-09-26,"Juice, Smoothies, Fruit Salads","07/16/2020"
"Bodrum Turkish Meditrranean Restaurant",1012360032,"584","AMSTERDAM AVE","Manhattan",10024,40.78916,-73.973952,"584  AMSTERDAM AVE, Manhattan, NY","yes","no","yes","08/07/2020 02:13:00 PM","A",2019-02-04,"Mediterranean","08/07/2020"
"the brew inn",3025510001,"924","manhattan ave","Brooklyn",11222,40.731031,-73.95409,"924 manhattan ave , Brooklyn, NY","yes","yes","yes","07/18/2020 09:27:00 AM","A",2019-06-11,"Polish","07/18/2020"
"La Rioja Restaurant",4006230007,"33-05","Broadway","Queens",11106,40.761166,-73.923639,"33-05 Broadway, Queens, NY","yes","yes","yes","07/01/2020 11:12:00 PM","A",2020-01-17,"Spanish","07/01/2020"
"Mo's Bar and Lounge",3021160021,"80","Lafayette ave","Brooklyn",11217,40.687168,-73.97476,"80 Lafayette ave, Brooklyn, NY","yes","yes","yes","06/29/2020 09:12:00 PM","A",2019-05-21,"Mexican","06/29/2020"
"Amaze43 Corp",1012980037,"694","3rd Avenue","Manhattan",10017,40.751856,-73.973667,"694 3rd Avenue , Manhattan, NY","yes","yes","yes","07/01/2020 01:04:00 PM","A",2019-07-24,"Asian","07/01/2020"
"Jing Wei Hotpot inc",3057850009,"706","60th Street","Brooklyn",11220,40.636562,-74.011342,"706 60th Street, Brooklyn, NY","no","yes","no","08/22/2020 12:51:00 AM","A",2020-01-22,"Chinese","08/22/2020"
"The Juicy Box bar",3075940041,"2281","nostrand ave","Brooklyn",11210,40.62881,-73.947247,"2281  nostrand ave, Brooklyn, NY","yes","yes","yes","07/01/2020 01:00:00 PM","A",2019-06-27,"Juice, Smoothies, Fruit Salads","07/01/2020"
"ESTRELLA LATINA",4017760075,"3907","104TH STREET","Queens",11368,40.750525,-73.862024,"3907 104TH STREET, Queens, NY","yes","yes","yes","07/01/2020 08:40:00 PM","A",2020-01-14,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","07/01/2020"
"EL COFRE",3019030024,"454","MYRTLE AVE","Brooklyn",11205,40.693284,-73.967293,"454  MYRTLE AVE, Brooklyn, NY","yes","no","yes","06/29/2020 11:57:00 AM","A",2020-02-21,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","06/29/2020"
"Rab's Country Lanes",5033720001,"1600","Hylan Boulevard","Staten Island",10305,40.589514,-74.089443,"1600 Hylan Boulevard, Staten Island, NY","yes","yes","yes","08/15/2020 01:54:00 PM","A",2019-03-06,"American","08/15/2020"
"J.Bespoke",1008830014,"121","E 27th St.","Manhattan",10016,40.742281,-73.983497,"121 E 27th St. , Manhattan, NY","yes","no","yes","06/30/2020 09:52:00 AM","A",2020-02-06,"Irish","06/30/2020"
"karaoke City",1008330057,"22","west 32nd street","Manhattan",10001,40.747634,-73.986654,"22 west 32nd street, Manhattan, NY","no","yes","yes","07/01/2020 07:18:00 PM","A",2020-02-18,"Other","07/01/2020"
"L'Wren",3007140040,"4004","5th ave","Brooklyn",11232,40.650613,-74.004602,"4004 5th ave, Brooklyn, NY","yes","yes","yes","07/09/2020 03:40:00 PM","A",2019-05-01,"American","07/09/2020"
"Miss Lily's 7A",1004340029,"109","Avenue A","Manhattan",10009,40.725969,-73.98361,"109 Avenue A, Manhattan, NY","yes","yes","yes","07/05/2020 03:26:00 PM","A",2020-01-03,"Vegetarian","07/05/2020"
"Dae Bach Sik Dang",4049960048,"146-06","34th ave","Queens",11354,40.767249,-73.820874,"146-06 34th ave, Queens, NY","yes","yes","yes","06/30/2020 09:15:00 PM","B",2019-11-04,"Korean","06/30/2020"
"Tilt Lounge Corp",4092830022,"13115","Jamaica Avenue","Queens",11418,40.702116,-73.82057,"13115  Jamaica Avenue, Queens, NY","yes","no","yes","07/05/2020 07:37:00 PM","A",2020-02-20,"Bottled beverages, including water, sodas, juices, etc.","07/05/2020"
"Golden Arrow Bar&Lounge",4094250106,"107-14","101 AVE","Queens",11419,40.687201,-73.835649,"107-14 101 AVE, Queens, NY","yes","yes","yes","07/20/2020 04:38:00 PM","A",2020-03-12,"Caribbean","07/20/2020"
"Copper & Oak",1004160027,"157","Allen St","Manhattan",10002,40.720928,-73.989502,"157 Allen St, Manhattan, NY","yes","yes","yes","07/30/2020 07:47:00 PM","A",2019-11-07,"American","07/30/2020"
"Flatbush Zombie House",3050540035,"734","Flatbush Avenue","Brooklyn",11226,40.655115,-73.959765,"734 Flatbush Avenue, Brooklyn, NY","yes","yes","yes","07/07/2020 07:02:00 PM","A",2019-08-31,"Juice, Smoothies, Fruit Salads","07/07/2020"
