"Restaurant.Name","Business.Address","GRADE","Postcode","Latitude","Longitude","CUISINE.DESCRIPTION","categories","Approved.for.Sidewalk.Seating","Approved.for.Roadway.Seating","Qualify.Alcohol"
"SOUVLAKI GR MIDTOWN","162 W 56 Street, Manhattan, NY","A",10019,40.764571,-73.979893,"Sandwiches","Fast_food","yes","yes","yes"
"Kona Coffee and Company","57 2nd ave, Manhattan, NY","C",10003,40.7258,-73.989725,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Pinto Restaurant","128 Montague Street, Brooklyn, NY","A",11201,40.694707,-73.994021,"Thai","Asian","yes","yes","no"
"Arthur Ave fiasco","2376 Arthur ave, Bronx, NY","A",10458,40.85505,-73.887979,"Pizza/Italian","Fast_food","yes","no","yes"
"Vera Kuzyk","2905 Broadway, Manhattan, NY","A",10025,40.80629,-73.965167,"Mexican","Americas","yes","yes","no"
"Uncle Chop Chop","7  Cornelia Street, Manhattan, NY","A",10014,40.731616,-74.001634,"Japanese","Asian","no","yes","yes"
"ABILENE","442 COURT ST, Brooklyn, NY","A",11231,40.678933,-73.997563,"American","Americas","yes","yes","yes"
"MANI IN PASTA GRAMERCY","245 EAST 14TH STREET , Manhattan, NY","N",10003,40.732862,-73.986137,"Japanese","Asian","yes","no","yes"
"Dick and Jane's","266 Adelphi Street, Brooklyn, NY","A",11205,40.689983,-73.971239,"Japanese","Asian","yes","yes","yes"
"ORAMEN","579 6th Avenue , Manhattan, NY","B",10011,40.738879,-73.995746,"Japanese","Asian","yes","no","yes"
"EL PUNTO COLOMBIANO RESTAURANTE BAKERY CORP","18-33  COLLEGE POINT BLVD, Queens, NY","A",11356,40.782961,-73.845859,"Spanish","European","yes","yes","no"
"Floydï¿½s Coffee House","1332 Commerce Avenue, Bronx, NY","A",10461,40.836621,-73.840463,"Sandwiches/Salads/Mixed Buffet","Fast_food","no","yes","yes"
"Biskoti Bakery Cafe","37-20 30th Ave., Queens, NY","C",11104,40.764526,-73.916361,"Bakery","Dessert","yes","yes","no"
"Dera Restaurant","72-09 Broadway, Queens, NY","A",11372,40.747585,-73.893505,"Pakistani","Asian","yes","yes","no"
"The Mill Coffee House LIC","44-61 11th street, Queens, NY","A",11101,40.748206,-73.949701,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Court Street Grocers","540 LaGuardia Place, Manhattan, NY","A",10012,40.728655,-73.998463,"American","Americas","yes","yes","yes"
"Lhasa Fresh Food","8109 41st Ave., Queens, NY","A",11373,40.745916,-73.884193,"Bakery","Dessert","no","yes","no"
"Gowanus Gardens","256 4th Ave, Brooklyn, NY","A",11215,40.676396,-73.983744,"American","Americas","no","yes","yes"
"Midnight express","1715 2nd Ave , Manhattan, NY","A",10128,40.779622,-73.950486,"American","Americas","no","yes","yes"
"GRAN CORONA DINER & GRILL","9128  CORONA AVENUE , Queens, NY","A",11373,40.742476,-73.873069,"American","Americas","yes","yes","no"
"ANDYS RESTAURANT","2262 3RD AVENUE, Manhattan, NY","A",10035,40.802496,-73.93671,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"Saigon Kitchen Inc","41-01 Kissena Blvd, Queens, NY","A",11355,40.758419,-73.829381,"Vietnamese/Cambodian/Malaysia","Asian","yes","no","no"
"Homemade Taqueria Maspeth","7103 Grand Ave. , Queens, NY","A",11378,40.727833,-73.892165,"Mexican","Americas","yes","no","no"
"Sushi Star","462 9th avenue, Manhattan, NY","A",10018,40.75448,-73.995495,"Italian","European","yes","no","no"
"Cross Bay Diner","16031  Crossbay boulevard , Queens, NY","A",11414,40.656893,-73.839299,"American","Americas","yes","no","yes"
"Richie's Place","169-02 Hillside Avenue, Queens, NY","A",11432,40.710762,-73.792869,"American","Americas","yes","no","no"
"flava's restaurant and lounge","3114  Third Avenue, Bronx, NY","C",10451,40.822123,-73.91157,"Caribbean","Americas","yes","no","yes"
"Staten Island diner","1877 Victory Blvd , Staten Island, NY","A",10314,40.612819,-74.126367,"American","Americas","yes","no","yes"
"Farida Ricciardelli","498  9th Avenue , Manhattan, NY","A",10018,40.755759,-73.994568,"Eastern European","European","no","yes","no"
"CHAO THAI","85-03  WHITNEY AVENUE, Queens, NY","A",11373,40.741361,-73.880101,"Bakery","Dessert","yes","no","no"
"Em Vietnamese Kitchen","1702 86th St, Brooklyn, NY","A",11201,40.608497,-74.004707,"Vietnamese/Cambodian/Malaysia","Asian","yes","no","no"
"La Palina Restaurant","159 Ave O, Brooklyn, NY","A",11204,40.610784,-73.978869,"Italian","European","yes","no","yes"
"Hi Hello crepes","192 Graham ave , Brooklyn, NY","A",11206,40.708428,-73.943372,"Café/Coffee/Tea","Dessert","yes","yes","no"
"773 Lounge","773  Coney Island avenue, Brooklyn, NY","Z",11228,40.638361,-73.96852,"American","Americas","yes","no","yes"
"Mimmo Cucina Italiana","1690 York Avenue, Manhattan, NY","A",10128,40.777644,-73.945858,"Italian","European","yes","yes","yes"
"4 caminos","6722 Fresh pond road, Queens, NY","A",11385,40.705256,-73.896335,"Mexican","Americas","yes","no","no"
"B&H Dairy Kosher Vegetarian Restaurant","127 Second Avenue, Manhattan, NY","B",10003,40.72836,-73.987852,"Jewish/Kosher","European","yes","no","no"
"Crosstown diner","2880  Bruckner blvd, Bronx, NY","A",10465,40.832641,-73.828688,"American","Americas","yes","yes","yes"
"MANGOMANGO DESSERT","63A BAYARD ST, Manhattan, NY","A",10013,40.715455,-73.99802,"Chinese","Asian","no","yes","no"
"Black Horse Pub","568  5th ave, Brooklyn, NY","A",11215,40.665058,-73.989749,"American","Americas","yes","yes","yes"
"MAMA'S KITCHEN","8202  45AVE, Queens, NY","N",11373,40.741624,-73.882768,"Other","Others","no","yes","no"
"MAMA'S KITCHEN","8202  45AVE, Queens, NY","N",11373,40.741624,-73.882768,"Asian","Asian","no","yes","no"
"HOT SPACE SZECHWAN RESTAURANT INC","774 51ST ST, Brooklyn, NY","A",11220,40.640882,-74.004854,"Chinese","Asian","yes","yes","no"
"Copacabana Grill Inc","31-13  36 ave, Queens, NY","A",11106,40.756501,-73.929557,"Brazilian","Americas","yes","no","no"
"Hilltop Perk Cafe","83 Haven Ave., Manhattan, NY","A",10034,40.84427,-73.942562,"American","Americas","yes","no","no"
"Avoid The Day Bookstore & Cafe","9904A Rockaway Beach Blvd, Queens, NY","A",11694,40.584164,-73.820483,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","no"
"977 8th Avenue","977 8th Avenue, Manhattan, NY","A",10019,40.76694,-73.982722,"Pizza","Fast_food","yes","no","no"
"Kashmir9","478  9th Ave , Manhattan, NY","A",10018,40.755078,-73.995062,"Pakistani","Asian","yes","yes","no"
"Uman pizza","1919 Ave m, Brooklyn, NY","A",11230,40.618471,-73.955907,"Jewish/Kosher","European","yes","no","no"
"Galaxy Coffeshop INC","3150 Bainbridge Ave, Bronx, NY","A",10467,40.875089,-73.879459,"Café/Coffee/Tea","Dessert","yes","no","no"
"Lilly's Craft Kitchen","675 9th Avenue, Manhattan, NY","A",10036,40.761358,-73.99051,"Sandwiches","Fast_food","yes","yes","yes"
"Fiesta Mexican Restaurant Corp","5828 Roosevelt Avenue, Queens, NY","N",11377,40.745384,-73.906251,"Mexican","Americas","yes","no","no"
"little cupcake bakeshop","9102 3rd avenue, Brooklyn, NY","A",11209,40.619899,-74.032527,"Bakery","Dessert","no","yes","no"
"Baba's Pierogies Inc","295 3rd ave, Brooklyn, NY","Z",11215,40.676877,-73.986473,"Spanish","European","yes","no","yes"
"SOCARRAT MIDTOWN","953 2 AVE , Manhattan, NY","A",10022,40.75522,-73.968287,"Spanish","European","yes","yes","yes"
"Ess-a-Bagel","108  West 32nd Street , Manhattan, NY","A",10001,40.748751,-73.98931,"American","Americas","yes","no","no"
"Mirch","172-27  Hillside Avenue, Queens, NY","Z",11432,40.712141,-73.788988,"Mexican","Americas","yes","no","no"
"CAFE AMRITA","301 W. 110TH STREET, Manhattan, NY","A",10026,40.800752,-73.958651,"Sandwiches","Fast_food","yes","no","yes"
"Dï¿½lice & Sarrasin","20 christopher street, Manhattan, NY","A",10014,40.733919,-74.00066,"French","European","no","yes","no"
"Pizza Nosh Inc.","2807  Nostrand Avenue, Brooklyn, NY","A",11229,40.61565,-73.944736,"Chinese","Asian","yes","no","no"
"The Mac Shack","901  Fulton street, Brooklyn, NY","A",11238,40.683578,-73.967272,"American","Americas","yes","no","no"
"ALLSWELL","124 BEDFORD AVE, Brooklyn, NY","A",11211,40.71958,-73.955862,"American","Americas","yes","yes","yes"
"MONTSERRAT INC.","5975 Broadway, Bronx, NY","A",10471,40.889667,-73.898185,"Mexican","Americas","yes","no","no"
"Sushi Azabu","428 greenwich st, Manhattan, NY","A",10013,40.722377,-74.009737,"Japanese","Asian","yes","yes","no"
"Bistro market place","312 W34 street, Manhattan, NY","B",10001,40.752465,-73.994139,"American","Americas","yes","no","no"
"BKLYN CAKE STUDIO","427 7th Ave, Brooklyn, NY","A",11215,40.663685,-73.984245,"Bakery","Dessert","yes","yes","no"
"ANTOJITOS MEXICANOS DELI INC","5914 5TH AVENUE , Brooklyn, NY","B",11220,40.639926,-74.015721,"Mexican","Americas","yes","no","no"
"Masseria Caffe and Bakery","235  West 48th Street, Manhattan, NY","A",10036,40.760476,-73.985666,"Italian","European","yes","no","no"
"Whit's End","97-04 Rockaway Beach blvd, Queens, NY","A",11693,40.584891,-73.818948,"Pizza/Italian","Fast_food","yes","yes","no"
"Tonyï¿½s pizzeria of Nassau ave Corp inc","175 Nassau Avenue , Brooklyn, NY","A",11222,40.725305,-73.946189,"Pizza","Fast_food","yes","yes","no"
"Breakroom","83  Baxter Street, Manhattan, NY","A",10013,40.71672,-73.999812,"Mexican","Americas","yes","yes","no"
"Mia's Bakery","139 Smith Street, Brooklyn, NY","A",11201,40.687074,-73.990218,"Bakery","Dessert","yes","no","no"
"Nom Wah Nolita","168 Bowery, Manhattan, NY","A",10012,40.720217,-73.994094,"Chinese","Asian","yes","no","yes"
"Proletariat","102 St. Marks Place, Manhattan, NY","A",10009,40.727375,-73.984796,"American","Americas","yes","no","yes"
"Zombie Hut","273 Smith Street, Brooklyn, NY","A",11231,40.682614,-73.99324,"American","Americas","yes","no","yes"
"Fulton Ale House","1446 Fulton Street, Brooklyn, NY","A",11216,40.680014,-73.942732,"Bottled beverages, including water, sodas, juices, etc.","Dessert","yes","no","yes"
"Little Beet Table","333 Park Avenue South, Manhattan, NY","A",10010,40.741184,-73.985627,"American","Americas","no","yes","yes"
"Quality Grill and Gyro","1805 Edison , Bronx, NY","A",10461,40.847457,-73.832416,"Greek","European","yes","no","no"
"CHEESEBOAT","80 Berry street, Brooklyn, NY","A",11249,40.719828,-73.957741,"Eastern European","European","yes","yes","yes"
"FOOTPRINTS CAFE EXPRESS INC.","1377 FLATBUSH AVENUE, Brooklyn, NY","A",11210,40.637194,-73.952277,"Caribbean","Americas","yes","no","no"
"TRIPLE DEUCE","3601  Boston Road, Bronx, NY","A",10466,40.879165,-73.843174,"Caribbean","Americas","no","yes","no"
"GUSTOSO RESTAURANT","3325  FULTON STREET, Brooklyn, NY","A",11208,40.683469,-73.872864,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"Cafe La Notte II","2636 Gerritsen Avenue, Brooklyn, NY","A",11229,40.594464,-73.926952,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Leos Restaurant","207 Knickerbocker, Brooklyn, NY","A",11237,40.703421,-73.926439,"Mexican","Americas","yes","yes","no"
"MaLaLa Chinese","4202 30th avenue, Queens, NY","A",11103,40.763071,-73.913269,"Thai","Asian","yes","yes","no"
"Chimichurri Grill","609 9th Ave, Manhattan, NY","A",10036,40.759311,-73.992001,"Café/Coffee/Tea","Dessert","yes","no","yes"
"Da francesco","442 Graham, Brooklyn, NY","A",11211,40.718299,-73.944994,"Italian","European","yes","no","yes"
"LE PARIS DAKAR","518  NOSTRAND AVE, Brooklyn, NY","A",11216,40.681181,-73.949747,"French","European","yes","no","no"
"Playwright Irish pub","27  West 35th , Manhattan, NY","A",10001,40.749588,-73.985213,"Irish","European","yes","yes","yes"
"Shabulixius","39-32 Bell Boulevard, Queens, NY","A",11361,40.76492,-73.771691,"Chinese","Asian","no","no","no"
"Sycamore Bar + Flower Shop","1118 Cortelyou Road, Brooklyn, NY","A",11218,40.639753,-73.967669,"American","Americas","yes","yes","yes"
"JACQUES BRASSERIE","204  EAST 85TH STREET , Manhattan, NY","A",10028,40.777963,-73.95409,"French","European","no","yes","yes"
"Pelham Delite Bake Shop","1650 Crosby, Bronx, NY","A",10461,40.844861,-73.830825,"Bakery","Dessert","yes","no","no"
"Greek Express","3733   Riverdale Avenue, Bronx, NY","A",10463,40.887586,-73.907273,"Greek","European","yes","no","no"
"Burrito Republic","59-15  71st Avenue, Queens, NY","A",11385,40.700658,-73.899264,"Mexican","Americas","yes","yes","no"
"papaya dog","50 fulton street, Manhattan, NY","A",10038,40.708236,-74.004696,"American","Americas","yes","no","no"
"Hungry Bird","980 Morris Avenue, Bronx, NY","B",10456,40.828434,-73.91687,"Indian","Asian","yes","no","no"
"Ovelia","3401 30th ave, Queens, NY","A",11103,40.765721,-73.918861,"Greek","European","yes","yes","yes"
"Cafe La Notte","2023 Stillwell Avenue, Brooklyn, NY","A",11223,40.597418,-73.985384,"Café/Coffee/Tea","Dessert","yes","yes","no"
"DAY BREAK INC","4501 34TH AVE, Queens, NY","B",11101,40.754757,-73.916745,"American","Americas","yes","no","no"
"Call Me Pasta","241 Pearl Street, Manhattan, NY","A",10038,40.707484,-74.005252,"Italian","European","yes","yes","no"
"El Ranchito de Daisy","4149 150 Street , Queens, NY","A",11355,40.761523,-73.81341,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","no","yes","no"
"New York Comedy Club on 4th Street","85  East 4th Street , Manhattan, NY","A",10010,40.726393,-73.989887,"American","Americas","yes","yes","yes"
"Sweet Rehab","135 Sullivan Street, Manhattan, NY","A",10012,40.726753,-74.002121,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Cabo","96 Page Avenue , Staten Island, NY","B",10309,40.521899,-74.235025,"Mexican","Americas","yes","yes","yes"
"Khun Noo Thai Noodle House","5120  Skillman Avenue, Queens, NY","A",11377,40.745938,-73.912646,"Thai","Asian","yes","no","no"
"Joe Coffee Waverly","141  Waverly Place, Manhattan, NY","A",10014,40.7332,-74.000599,"Café/Coffee/Tea","Dessert","no","yes","no"
"Vorfi Pizza and Burek Inc","769 Astor Ave , Bronx, NY","A",10467,40.859612,-73.864896,"Pizza","Fast_food","yes","no","no"
"RAMEN TAKUMI","1 UNIVERSITY PL, Manhattan, NY","A",10003,40.730785,-73.995486,"Korean","Asian","yes","yes","yes"
"Luigis Pizza","1049 Brighton Beach Ave, Brooklyn, NY","A",11235,40.578293,-73.957982,"Pizza","Fast_food","yes","no","no"
"NOVITA","102 East 22nd Street, Manhattan, NY","A",10010,40.739279,-73.986291,"Italian","European","no","yes","yes"
"San Pedro Inn","320 Van Brunt St., Brooklyn, NY","A",11231,40.67901,-74.010967,"Spanish","European","yes","yes","yes"
"BLACK BUGER","570 8TH AVE, Manhattan, NY","N",10018,40.754798,-73.991554,"Asian","Asian","yes","yes","no"
"Bravest","700 2nd Ave, Manhattan, NY","A",10016,40.747201,-73.974102,"American","Americas","yes","no","yes"
"MILK BAR","74 Christopher St., Manhattan, NY","A",10014,40.733527,-74.003385,"Bakery","Dessert","no","yes","no"
"Curry Express","130 East 29th Street , Manhattan, NY","Z",10016,40.743154,-73.981776,"Indian","Asian","yes","no","no"
"La Barista","29-10 30th Ave, Queens, NY","A",11102,40.76775,-73.923238,"Café/Coffee/Tea","Dessert","yes","yes","no"
"Caffebene","41-31 Queens Blvd, Queens, NY","A",11104,40.74367,-73.922999,"Japanese","Asian","yes","no","no"
"Partybus Bakeshop","31 Essex Street, Manhattan, NY","A",10002,40.715864,-73.989604,"Bakery","Dessert","yes","yes","no"
"Gordoï¿½s cantina","140 st. Nicholas Ave., Brooklyn, NY","A",11237,40.705053,-73.917467,"Mexican","Americas","yes","yes","no"
"La Pecora Bianca NoMad","1133 Broadway, Manhattan, NY","C",10010,40.743523,-73.989073,"Indian","Asian","no","yes","yes"
"Tea Cup Cafe","76-23 Woodside Ave., Queens, NY","B",11373,40.743455,-73.8886,"Café/Coffee/Tea","Dessert","no","no","no"
"Fusiï¿½n HK bar and Grill","688  10th Avenue , Manhattan, NY","A",10019,40.763565,-73.992589,"Mexican","Americas","yes","no","yes"
"Weekends","155 S 4th St, Brooklyn, NY","A",11211,40.711571,-73.961999,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"NEW SAN FRANCISCO RESTAURANT CORP","59 AUDUBON AVE, Bronx, NY","A",10032,40.840626,-73.938254,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"PETITE CREVETTE","144 UNION STREET, Brooklyn, NY","A",11231,40.684085,-74.001958,"French","European","yes","no","no"
"Bogota Latin Bistro","141-143 5th Avenue, Brooklyn, NY","A",11217,40.678212,-73.97923,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","yes"
"Love and Dough","68  Jay Street, Brooklyn, NY","A",11201,40.702763,-73.986681,"Pizza","Fast_food","yes","no","no"
"MARINARA PIZZA","1376 LEXINGTON AVE, Manhattan, NY","Z",10128,40.782536,-73.953379,"Café/Coffee/Tea","Dessert","yes","no","no"
"4 CAMINOS MEXICAN RESTAURANT CORP","67-22  FRESH POND ROAD, Queens, NY","A",11385,40.705256,-73.896335,"Mexican","Americas","yes","yes","no"
"Gerizim Burger Factory INC.","560 Ralph Ave., Brooklyn, NY","A",11233,40.669992,-73.922489,"Café/Coffee/Tea","Dessert","no","yes","no"
"Palermo Restaurant","2392  21st street, Queens, NY","A",11105,40.776804,-73.921307,"Steak","Steak","yes","no","yes"
"daltons bar and grill","611  9th Avenue, Manhattan, NY","A",10036,40.759365,-73.991961,"American","Americas","yes","yes","yes"
"New Bay Coffee Shop Corp","1950 86th Street, Brooklyn, NY","A",11214,40.605222,-73.999291,"American","Americas","yes","yes","no"
"Dear Mama Coffee","308 East 109th Street, Manhattan, NY","A",10029,40.792337,-73.940545,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"Colina Cuervo","759 Nostrand Avenue , Brooklyn, NY","A",11238,40.671333,-73.950353,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","no"
"Wattle Cafe","489  3rd avenue, Manhattan, NY","A",10016,40.745154,-73.978523,"American","Americas","yes","yes","no"
"Carol Enterprises Inc","1306 saint nicholas avenue, Manhattan, NY","N",10033,40.845719,-73.936351,"Bakery","Dessert","yes","yes","yes"
"The Marshal","628 10th Avenue, Manhattan, NY","A",10036,40.761312,-73.994235,"American","Americas","no","yes","yes"
"Cestras pizza 3","44 Westchester sq, Bronx, NY","B",10461,40.84222,-73.844016,"Mexican","Americas","yes","no","no"
"Divya's Kitchen","25 First Ave, Manhattan, NY","A",10003,40.723661,-73.988163,"Vegetarian","Vegetarian","yes","yes","no"
"Madina Restaurant","563 Coney Island Ave, Brooklyn, NY","A",11218,40.643549,-73.97002,"Indian","Asian","yes","no","no"
"Los 3 potrillos Express corp","9717 37th ave, Queens, NY","N",11368,40.751865,-73.86972,"Mexican","Americas","yes","yes","no"
"Makana Hawaiian Eatery","161 W 106th , Manhattan, NY","C",10025,40.800175,-73.965062,"Pizza/Italian","Fast_food","yes","yes","no"
"Doughnut Plant","379 Grand st, Manhattan, NY","A",10002,40.716492,-73.988536,"Italian","European","yes","no","no"
"Mexican Fast Food Inc","2620 Jerome Avenue, Bronx, NY","A",10468,40.866897,-73.897833,"Spanish","European","yes","yes","no"
"Le Baba Cool, Inc","64 Lafayette AVe, Brooklyn, NY","A",11217,40.687102,-73.975365,"Barbecue","BBQ","no","yes","yes"
"Kurant","1091 2nd Ave, Manhattan, NY","A",10022,40.759649,-73.965058,"American","Americas","yes","yes","yes"
"Darna restaurant","200  Court st. , Brooklyn, NY","A",11201,40.68703,-73.993661,"Middle Eastern","Asian","yes","yes","no"
"Nippon Cha","39-34  Bell Blvd, Queens, NY","A",11361,40.764903,-73.771684,"Japanese","Asian","yes","yes","yes"
"BAO BAO CAFE","61  Lexington Avenue, Manhattan, NY","A",10010,40.74078,-73.983534,"Sandwiches","Fast_food","no","yes","no"
"Poco","33  Avenue B, Manhattan, NY","A",10031,40.722519,-73.983066,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","no","yes","yes"
"Hassan","168-29 Hillside ave, Queens, NY","A",11432,40.710412,-73.793772,"Chicken","Others","yes","no","no"
"Greecologies","379 Broome Street, Manhattan, NY","A",10013,40.720352,-73.996479,"Greek","European","no","yes","no"
"TORTILLERIA Y TAQUERIA LENCHITA CORP","618 EAST 183RD STREET, Bronx, NY","A",10458,40.852855,-73.888521,"Mexican","Americas","no","yes","no"
"Boulton & Wattt","5 Avenue A, Manhattan, NY","A",10009,40.722506,-73.986129,"American","Americas","yes","no","yes"
"Meadowsweet","149 Broadway, Brooklyn, NY","A",11211,40.710278,-73.963299,"American","Americas","yes","yes","yes"
"Laila restaurant","45  Page ave , Staten Island, NY","N",10309,40.522783,-74.234917,"Mediterranean","European","yes","yes","no"
"bodhi kosher vegan restaurant","77 mulberry street, Manhattan, NY","A",10013,40.716336,-73.999077,"Vegetarian","Vegetarian","yes","no","yes"
"la casa del mofongo llc","1447 st. nicholas ave, Manhattan, NY","A",10033,40.850134,-73.933148,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","yes"
"MIS Delicias Colombianas Inc","588 West 207th Street, Manhattan, NY","B",10034,40.867052,-73.920809,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"STAMATIS RESTAURANT","29-09 23RD AVENUE, Queens, NY","C",11105,40.774959,-73.913694,"Greek","European","yes","no","yes"
"Cilantro Dominican Cocina","421 W 202st, Manhattan, NY","Z",10034,40.860764,-73.919917,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"Frangos peri peri","182 Avenue b, Manhattan, NY","A",10009,40.727717,-73.979298,"Ethiopian","African","yes","yes","no"
"Absolute Coffee","327 Atlantic Avenue, Brooklyn, NY","A",11201,40.688111,-73.987845,"Café/Coffee/Tea","Dessert","yes","yes","no"
"subway","180 dyckman street, Manhattan, NY","A",10040,40.864224,-73.926438,"Sandwiches","Fast_food","yes","no","no"
"St Tropez Soho","196 Spring Street, Manhattan, NY","A",10012,40.72513,-74.003153,"Italian","European","yes","yes","yes"
"Girasol Bakery","115-11  Jamaica Avenue, Queens, NY","B",11418,40.698793,-73.833908,"Bakery","Dessert","yes","yes","no"
"al noor restaurant ing","2442 steinway street, Queens, NY","A",11103,40.768499,-73.911248,"Middle Eastern","Asian","yes","yes","no"
"KOPITIAM","151  E Broadway, Manhattan, NY","A",10002,40.713989,-73.99083,"Asian","Asian","yes","no","no"
"Two Hands Nolita","164 Mott St, Manhattan, NY","A",10013,40.719745,-73.996194,"American","Americas","yes","yes","no"
"BAY RIDGE CAFE OF 4TH AVE INC","6802 4TH AVE, Brooklyn, NY","A",11220,40.635207,-74.023293,"Café/Coffee/Tea","Dessert","yes","no","no"
"Friends Tavern","78-11  Roosevelt Ave, Queens, NY","A",11372,40.747275,-73.887442,"American","Americas","yes","yes","yes"
"ConMigo","1685 1st ave, Manhattan, NY","A",10128,40.777857,-73.948674,"Chinese","Asian","yes","no","yes"
"Dolci Paradise Bakery I Corp","4807A 45th Street, Queens, NY","A",11377,40.739085,-73.920449,"Mexican","Americas","yes","no","no"
"Nuevo Don Francisco Restaurant Corp","40-56  Junction Blvd , Queens, NY","A",11368,40.748051,-73.868768,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","no"
"CHIMI MUNDO LOUNGE INC","9805 ATLANTIC AVENUE, Queens, NY","A",11416,40.689289,-73.844882,"Spanish","European","yes","yes","no"
"Cafe Grill Inc","2608 96th Street, Queens, NY","A",11369,40.762222,-73.873183,"Spanish","European","yes","yes","no"
"Crepes on Columbus","990  Columbus Ave., Manhattan, NY","A",10025,40.801002,-73.961594,"Italian","European","yes","no","yes"
"Osteria Morini","218 Lafayette Street, Manhattan, NY","A",10012,40.721919,-73.997471,"Italian","European","yes","yes","yes"
"Loitas kitchen","1364  Lexington ave , Manhattan, NY","A",10128,40.782209,-73.953622,"Mexican","Americas","yes","no","yes"
"8 Pots Mini Hotpot","13523 40th road, Queens, NY","A",11354,40.75887,-73.830127,"Chinese","Asian","no","yes","no"
"Gertie","357  Grand ST., Brooklyn, NY","A",11211,40.712345,-73.955668,"American","Americas","yes","yes","yes"
"Cecis restaurant","423 Hegeman AVE , Brooklyn, NY","A",11207,40.658223,-73.895605,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","no","no"
"Guyers","286 Columbus ave , Manhattan, NY","B",10023,40.778363,-73.978112,"American","Americas","yes","no","yes"
"TRIPLE A1 RESTAURANT","2061  SECOND AVENUE, Manhattan, NY","A",10029,40.790529,-73.942518,"American","Americas","yes","yes","no"
"Concord Hill","374 Graham Avenue, Brooklyn, NY","A",11211,40.715585,-73.944545,"American","Americas","yes","yes","yes"
"Coppola's East","378 3rd avenue, Manhattan, NY","A",10016,40.741543,-73.981181,"Italian","European","yes","yes","yes"
"Dai Hachi Suchi Corp.","4618 Vernon Blvd., Queens, NY","A",11101,40.746338,-73.952907,"Japanese","Asian","yes","no","yes"
"arepa lady 37","77-17  37 ave, Queens, NY","A",11372,40.749291,-73.888727,"Café/Coffee/Tea","Dessert","yes","yes","yes"
"Dear Han","5902 woodside ave, Queens, NY","A",11377,40.74534,-73.905403,"Irish","European","yes","no","no"
"Tap A Keg","2731 Broadway, Manhattan, NY","A",10025,40.800197,-73.968082,"American","Americas","yes","no","yes"
"Pelicana Chicken","641 10th ave, Manhattan, NY","A",10036,40.761819,-73.993889,"Chicken","Others","yes","yes","no"
"Sinigual","640 3rd Ave, Manhattan, NY","N",10017,40.750204,-73.974869,"American","Americas","yes","yes","yes"
"Fitoor","179-20 Union Turnpike, Queens, NY","A",11366,40.726805,-73.788476,"American","Americas","yes","yes","no"
"Xochitl Taqueria","1015 Fulton street , Brooklyn, NY","A",11238,40.682322,-73.961324,"Mexican","Americas","yes","yes","yes"
"The bushwick diner","299 Wyckoff ave , Brooklyn, NY","A",11237,40.700427,-73.912676,"Bagels/Pretzels","Dessert","yes","yes","no"
"Bearded Bros Inc","252-09 Union Tpke, Queens, NY","A",11426,40.743659,-73.718339,"Juice, Smoothies, Fruit Salads","Dessert","yes","yes","no"
"JACK'S WIFE FREDA","116 8TH AVE, Manhattan, NY","A",10011,40.74088,-74.001689,"Thai","Asian","yes","no","yes"
"Whistle & Fizz","254 Greene St, Manhattan, NY","A",10003,40.730631,-73.994573,"Café/Coffee/Tea","Dessert","yes","no","no"
"CANARIO RESTAURANT CORP","174  BORINQUEN PLACE , Brooklyn, NY","A",11211,40.710689,-73.953754,"Vegetarian","Vegetarian","yes","no","no"
"McDonald's Restaurant","2049  Broadway, Manhattan, NY","A",10023,40.777688,-73.982347,"Hamburgers","Fast_food","yes","no","no"
"Primola Restaurant","1226 Second Avenue, Manhattan, NY","B",10065,40.763938,-73.961905,"Italian","European","yes","no","yes"
"Los Toldos Restaurante","84-01  Northern Blvd, Queens, NY","A",11372,40.755777,-73.883371,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","Americas","yes","yes","no"
"Sabor Peruano 2","95-13 Roosevelt Avenue, Queens, NY","A",11372,40.748982,-73.871213,"Peruvian","Americas","yes","yes","no"
